label,review,split
0,development engineer ii,test
1,business leader,test
0,aha applecare senior advisor,test
1,meh,test
0,software engineer,test
0,churn burn,test
1,software development engineer,test
1,little room move get promoted advance position,test
0,great place work surpassingly unorganised,test
0,picker,test
0,alot favortism amazon leadership set success,test
1,good,test
0,amazon chennai sde1 poor work life balance poor management,test
0,retail job,test
0,business mantra get pressurecooked work le salary,test
0,associate,test
0,channel marketing manager,test
0,picker,test
1,sr auditor privacy security,test
0,good opportunity,test
1,applecare college program,test
1,senior program manager,test
1,senior advisor,test
1,customer support associate,test
1,hicups bad place work,test
1,glad grateful stay,test
0,csa,test
0,fun first year,test
1,day day,test
0,director,test
0,constantly shifting priority poorly trained management huge turnover,test
1,bright inspired people great support,test
0,beware,test
0,work,test
0,associate,test
0,transaction risk investigator,test
1,social medium marketing,test
0,prime,test
1,great customer good employee,test
1,sr marketing manager,test
1,good work,test
0,good old day,test
1,like big company india,test
1,great place work,test
1,intelligent coworkers mediocre middle management bad place system engineer,test
1,group account director,test
0,disappointing,test
0,sde ii,test
1,strategic account coordinator,test
1,great company,test
0,dont work amazon,test
0,working amazon make miserable,test
0,even bother skip job,test
1,good hard,test
1,design coordinator,test
0,number,test
0,inside sale germany,test
0,employee part time,test
1,pa,test
0,worst place,test
1,great company,test
1,great,test
0,human resource business partner,test
1,nice place visit live,test
0,highstress job middling pay,test
1,work work work,test
1,innovative company difficult upward movement,test
1,salescustomer service,test
0,pa supervisor,test
1,bad,test
1,working microsoft,test
1,excellent place work smart people,test
0,1993 called want cokecovered pager back,test
0,non stop,test
1,different typical outside impression,test
1,product marketing manager,test
1,amazon france cork,test
0,area manager,test
1,big company lot possibility,test
0,fulfilling,test
1,great company,test
0,objective opinion,test
0,mentally abused,test
1,amazon associate,test
0,director,test
1,apple corporate retail cultural fit important,test
0,worst management ever worked,test
0,warehouse associate,test
1,surrounded great people legal department,test
1,excellent company work,test
1,cloud support engineer,test
1,apple need ask,test
0,sort associate avoid level 1 employment amazon,test
0,stay away itunes,test
0,could lot better amazon cared,test
0,good pay boring work,test
0,courier,test
0,picker,test
1,future,test
1,good company,test
1,retail fun anymore,test
0,program manager,test
1,great company experience varies managementregion,test
1,hiring new people indefinitely answer,test
0,fulfillment,test
0,road hell paved good intention,test
1,great place work,test
0,specialist london,test
1,sale manager europe,test
1,great place work definitely get money worth,test
1,qa engineer,test
1,nice place work crowded,test
0,read believe negative review aged ten year one year avoid cost,test
1,mixed bag,test
1,software development engineer ii,test
1,big company many good people bad people,test
1,ready drama,test
1,sale,test
0,great company would work ever left,test
0,almost much politics navigate washington dc,test
0,senior development lead,test
1,fast paced company,test
1,first death march scapegoat another,test
0,good money bad atmosphere,test
1,great company,test
1,microsoft company truly care employee,test
0,america legal version sweatshop,test
1,tam,test
0,toxic sale culture,test
1,good option work,test
1,great company work,test
1,great become worldclass one specific thing difficult nonengineers transition role,test
1,perk working amazon,test
0,review,test
0,software engineer,test
0,highly political bureaucracy abound,test
1,manager,test
1,apple single greatest professional experience life,test
0,software engineer,test
0,home advisor,test
0,whatever,test
1,average,test
1,good company,test
1,great place work,test
1,best place work,test
0,watch quit 15 year,test
1,apple retail great would recommend almost anyone,test
1,stower,test
0,bad management,test
0,mach mba program,test
1,seller support associate,test
1,best job ever,test
0,bad apple spoil barrel wine,test
0,app reviewer clocking joy,test
0,transaction risk investigator,test
0,great pay,test
1,great place work progress,test
1,review,test
1,sale coordinator,test
1,quick review,test
1,software internship,test
0,outbound area manager stressful environment pathetic worklife balance,test
1,great challenge,test
1,steady slowly changing,test
1,extremely rewarding work product make million user smile,test
1,challenging even youre smart,test
1,lucky good team,test
0,fullfilment associate,test
0,life apple,test
0,worst work culture work life balance,test
1,experience amazon good brilliant brain running time,test
1,operation specialist,test
0,great benefit need,test
0,employment microsoft,test
0,amazon mechanical turk made weak,test
1,great store,test
1,fun fast paced environment,test
1,overall great place work,test
1,manager,test
1,amazon greatdesign much,test
0,big co lot sideways movement,test
0,reason come work,test
1,mostly great sprinkling bad,test
1,great company work,test
1,sde1 amazon gdansk,test
0,working condition,test
1,ok,test
0,process assistant,test
1,associate,test
0,avoid unless desperate,test
1,great place work,test
0,rethink signing,test
0,advancement possible,test
0,good good bad terrifying,test
0,fast food warehouse job,test
0,amazon great first started slowly going tube year,test
0,sr vendor manager,test
1,human resource assistant,test
0,recognition,test
0,delivery,test
1,logistics customer deliverable,test
1,microsoft product group great company settle,test
1,machine learning engineer,test
1,excellent environment,test
0,management view technical ic worker bee,test
1,itunes movie editor,test
1,amazeballs,test
0,seasonal work,test
1,work hard fun create history,test
0,care employee satisfaction,test
1,catalog associate,test
0,stressful manipulate hard work,test
0,career perspective,test
1,meh,test
1,industry analyst,test
0,slave egypt better,test
0,io advisor,test
0,believe gender bias real prior working amazon,test
0,high operational load good project,test
0,going downhill,test
0,15 year microsoft,test
0,amazon,test
1,finding talented hardware engineer,test
1,market leader,test
0,horrible review system,test
0,cracked,test
0,good pay toxic culture,test
1,delivery driver,test
0,fulfillment associate,test
1,sale,test
1,good work,test
1,best place start,test
1,status best place work,test
1,good company regarding take care employee,test
0,stay away worklife balance management hideous awful narcissistic,test
0,sdet,test
0,software developer,test
1,good place learn earn,test
0,horribly hot summer,test
0,amazon 99 isnt good enough,test
1,good job tough work life balance,test
1,large sale org,test
1,pro con,test
1,great place work,test
1,excellent company,test
0,micromanaged depressed,test
0,transaction risk investigator,test
0,good learning opportunity bad corporate culture,test
0,microsoft sweat shop,test
1,good company,test
0,suck avoid cost,test
1,amazing,test
1,wonderful people fun work great culture,test
1,apple store specialist,test
0,product support team disappointment,test
1,entreprise sympathique,test
1,warehousepacker,test
0,good people bad management,test
0,replacement part,test
1,software engineer,test
1,great place talented selfstarters,test
1,interview buddy,test
1,premier internet technology company,test
0,amazon employee steal intellectual property,test
1,bentley,test
0,fulfillment associate,test
0,expendable resource making dime bezos dollar profit physically breaking,test
0,good training place,test
0,market force changed working condition changed,test
1,versandmitarbeiter,test
0,recommend unless desperate job,test
0,aws like department amazon company,test
1,sr product manager,test
1,awesome company,test
0,thought would,test
1,station supervioser,test
1,good,test
0,amazon rough,test
1,excellent place work,test
0,unorganized,test
1,retail store,test
1,multinational feel like startup,test
0,year bad day,test
0,msgdmgsi microsoft culture like average service company,test
0,warehouse associate,test
0,hostile work environment,test
0,work hard work harder work,test
1,best place work,test
1,former employee,test
1,great work environment culture,test
1,software engineer,test
1,amazong work space got meet many smart people,test
1,unorganized,test
0,trate slave,test
0,depends department work avoid ist,test
1,good start,test
0,great people management need work,test
0,horrible,test
0,good company good boss,test
